key,Unnamed: 0,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2009-02-11 00:00:00,2986827511,925.95,42.3505,-71.1054,42.3503,-71.081,155
2009-02-12 00:00:00,2777123647,920.25,42.3644,-71.0661,42.3398,-71.0892,169
2009-02-13 00:00:00,2363971907,727.65,42.3644,-71.0661,42.3505,-71.1054,154
2009-02-14 00:00:00,2265460410,912.15,42.3661,-71.0631,42.3644,-71.0661,158
2009-02-15 00:00:00,2549246286,935,42.3505,-71.1054,42.3661,-71.0631,192
2009-02-16 00:00:00,1826585732,549.05,42.3503,-71.081,42.2148,-71.033,99
2009-02-17 00:00:00,2159624904,696.95,42.3661,-71.0631,42.3519,-71.0551,126
2009-02-18 00:00:00,2640159827,1048.7,42.3429,-71.1003,42.2148,-71.033,182
2009-02-19 00:00:00,2550000632,896.95,42.3503,-71.081,42.3559,-71.055,148
2009-02-20 00:00:00,2962206973,1006.35,42.3519,-71.0551,42.3519,-71.0643,157
2009-02-21 00:00:00,2149745439,746.2,42.3559,-71.055,42.3644,-71.0661,159
2009-02-22 00:00:00,2099711794,776.2,42.3661,-71.0631,42.3647,-71.0542,124
2009-02-23 00:00:00,1636149560,518.05,42.3505,-71.1054,42.3429,-71.1003,109
2009-02-24 00:00:00,1872154739,734.5,42.3661,-71.0631,42.3559,-71.055,126
2009-02-25 00:00:00,2179121966,992.1,42.2148,-71.033,42.3661,-71.0631,137
2009-02-26 00:00:00,2550553111,960.55,42.3429,-71.1003,42.3661,-71.0631,145
2009-02-27 00:00:00,1957094799,802.65,42.3588,-71.0707,42.3644,-71.0661,118
2009-02-28 00:00:00,2929712025,705.55,42.3519,-71.0643,42.3661,-71.0631,176
2009-03-01 00:00:00,2002834357,809.2,42.3519,-71.0551,42.3519,-71.0643,120
2009-03-02 00:00:00,1530558409,512.05,42.3559,-71.055,42.3588,-71.0707,102
2009-03-03 00:00:00,2469677043,881.7,42.3519,-71.0551,42.3398,-71.0892,164
2009-03-04 00:00:00,2234462367,872.05,42.3647,-71.0542,42.3661,-71.0631,153
2009-03-05 00:00:00,1975409305,738.5,42.3647,-71.0542,42.3519,-71.0643,141
2009-03-06 00:00:00,2874969775,910.35,42.3588,-71.0707,42.2148,-71.033,155
2009-03-07 00:00:00,2643646547,807.65,42.3519,-71.0643,42.3661,-71.0631,158
2009-03-08 00:00:00,2138579498,694.55,42.3429,-71.1003,42.2148,-71.033,129
2009-03-09 00:00:00,2262440813,814.4,42.3429,-71.1003,42.3519,-71.0643,124
2009-03-10 00:00:00,2785845021,1068.8,42.3661,-71.0631,42.3661,-71.0631,162
2009-03-11 00:00:00,2736057314,1020.65,42.3519,-71.0643,42.3661,-71.0631,166
2009-03-12 00:00:00,2792323057,1091.95,42.2148,-71.033,42.2148,-71.033,178
2009-03-13 00:00:00,2459174251,879.35,42.3647,-71.0542,42.3647,-71.0542,122
2009-03-14 00:00:00,2364923369,966.95,42.3661,-71.0631,42.3588,-71.0707,153
2009-03-15 00:00:00,1927081134,780.05,42.3661,-71.0631,42.3519,-71.0551,128
2009-03-16 00:00:00,2204348430,752.2,42.3647,-71.0542,42.3644,-71.0661,151
2009-03-17 00:00:00,1869845019,872.85,42.3503,-71.081,42.3398,-71.0892,147
2009-03-18 00:00:00,2201715094,815.15,42.3519,-71.0551,42.3503,-71.081,126
2009-03-19 00:00:00,3257211644,1183.35,42.3644,-71.0661,42.3588,-71.0707,189
2009-03-20 00:00:00,2801674690,1048.3,42.2148,-71.033,42.2148,-71.033,206
2009-03-21 00:00:00,2312890242,960.45,42.3503,-71.081,42.3588,-71.0707,139
2009-03-22 00:00:00,1856521771,684.65,42.3429,-71.1003,42.3519,-71.0643,133
2009-03-23 00:00:00,2386727822,964.9,42.3661,-71.0631,42.3503,-71.081,135
2009-03-24 00:00:00,2333853636,833.3,42.2148,-71.033,42.3519,-71.0551,110
2009-03-25 00:00:00,2762540968,1123.35,42.3644,-71.0661,42.3661,-71.0631,169
2009-03-26 00:00:00,2646434033,904.55,42.3559,-71.055,42.3503,-71.081,151
2009-03-27 00:00:00,2918253457,1012.2,42.3398,-71.0892,42.3398,-71.0892,183
2009-03-28 00:00:00,2552737841,1014.7,42.3429,-71.1003,42.3503,-71.081,177
2009-03-29 00:00:00,2352974053,963.95,42.3503,-71.081,42.3519,-71.0643,148
2009-03-30 00:00:00,1757176389,733.55,42.3505,-71.1054,42.3661,-71.0631,102
2009-03-31 00:00:00,2680009937,873.6,42.2148,-71.033,42.3661,-71.0631,146
2009-04-01 00:00:00,1556208828,555.5,42.3429,-71.1003,42.3429,-71.1003,93
2009-04-02 00:00:00,2334541324,862.45,42.3505,-71.1054,42.3661,-71.0631,99
2009-04-03 00:00:00,2892897188,1104.05,42.3519,-71.0643,42.3519,-71.0551,174
2009-04-04 00:00:00,3205847700,973.25,42.3505,-71.1054,42.3505,-71.1054,172
2009-04-05 00:00:00,2592141067,971.4,42.3588,-71.0707,42.3429,-71.1003,167
2009-04-06 00:00:00,2112791640,665.65,42.3559,-71.055,42.3647,-71.0542,136
2009-04-07 00:00:00,2295576552,728.5,42.2148,-71.033,42.3647,-71.0542,134
2009-04-08 00:00:00,2729927597,908.55,42.3519,-71.0643,42.3519,-71.0551,174
2009-04-09 00:00:00,2315367772,955.55,42.3398,-71.0892,42.3661,-71.0631,141
2009-04-10 00:00:00,2684111211,995.85,42.3661,-71.0631,42.3647,-71.0542,154
2009-04-11 00:00:00,2530379618,757.75,42.2148,-71.033,42.3429,-71.1003,155
2009-04-12 00:00:00,2201736314,743.4,42.3661,-71.0631,42.3519,-71.0643,143
2009-04-13 00:00:00,1573345390,603,42.3661,-71.0631,42.3519,-71.0551,97
2009-04-14 00:00:00,2450595915,788.15,42.3644,-71.0661,42.3661,-71.0631,122
2009-04-15 00:00:00,2232290003,867.1,42.3644,-71.0661,42.2148,-71.033,135
2009-04-16 00:00:00,2869375220,1095.2,42.2148,-71.033,42.3559,-71.055,171
2009-04-17 00:00:00,2214670477,923.1,42.3647,-71.0542,42.3519,-71.0551,146
2009-04-18 00:00:00,3540833948,1172.45,42.3644,-71.0661,42.3429,-71.1003,193
2009-04-19 00:00:00,1891461061,840,42.3505,-71.1054,42.3505,-71.1054,125
2009-04-20 00:00:00,2091401648,718.3,42.3588,-71.0707,42.3519,-71.0643,127
2009-04-21 00:00:00,2069046056,791.4,42.3661,-71.0631,42.3661,-71.0631,107
2009-04-22 00:00:00,2455301316,889.35,42.3398,-71.0892,42.3559,-71.055,157
2009-04-23 00:00:00,2765927204,884.2,42.3647,-71.0542,42.3398,-71.0892,156
2009-04-24 00:00:00,2603671057,992.55,42.3647,-71.0542,42.3505,-71.1054,173
2009-04-25 00:00:00,2551139352,990.35,42.3661,-71.0631,42.3644,-71.0661,158
2009-04-26 00:00:00,1854145273,698.65,42.3661,-71.0631,42.3661,-71.0631,112
2009-04-27 00:00:00,1521492221,506.95,42.3661,-71.0631,42.3503,-71.081,71
2009-04-28 00:00:00,2108915382,825.25,42.3429,-71.1003,42.3661,-71.0631,125
2009-04-29 00:00:00,2202885920,933.65,42.3503,-71.081,42.2148,-71.033,138
2009-04-30 00:00:00,2875503911,1269.4,42.3647,-71.0542,42.3398,-71.0892,176
2009-05-01 00:00:00,2693797443,955.8,42.3398,-71.0892,42.3647,-71.0542,144
2009-05-02 00:00:00,2541801948,901.2,42.3519,-71.0643,42.3429,-71.1003,187
2009-05-03 00:00:00,2054965008,802.75,42.2148,-71.033,42.3505,-71.1054,121
2009-05-04 00:00:00,1833249551,549.4,42.3661,-71.0631,42.3647,-71.0542,101
2009-05-05 00:00:00,3031362752,1010.35,42.3647,-71.0542,42.3647,-71.0542,164
2009-05-06 00:00:00,2561137023,804.75,42.3661,-71.0631,42.3588,-71.0707,146
2009-05-07 00:00:00,2712640471,808.3,42.3519,-71.0643,42.2148,-71.033,114
2009-05-08 00:00:00,2848919585,1211.4,42.3429,-71.1003,42.3559,-71.055,175
2009-05-09 00:00:00,2896317912,951.15,42.3647,-71.0542,42.3503,-71.081,190
2009-05-10 00:00:00,2287438628,967.55,42.2148,-71.033,42.3503,-71.081,138
2009-05-11 00:00:00,1807370277,679.6,42.3588,-71.0707,42.3644,-71.0661,113
2009-05-12 00:00:00,2395279883,759.5,42.3503,-71.081,42.2148,-71.033,144
2009-05-13 00:00:00,2386462616,913.45,42.3647,-71.0542,42.3661,-71.0631,137
2009-05-14 00:00:00,2758549370,953.15,42.3559,-71.055,42.3505,-71.1054,157
2009-05-15 00:00:00,2673251948,970,42.2148,-71.033,42.3661,-71.0631,146
2009-05-16 00:00:00,3149009732,990.15,42.3647,-71.0542,42.2148,-71.033,215
2009-05-17 00:00:00,2225449205,864.25,42.3588,-71.0707,42.3429,-71.1003,153
2009-05-18 00:00:00,2574482931,865.4,42.3661,-71.0631,42.3519,-71.0643,131
2009-05-19 00:00:00,2214013344,831.75,42.3559,-71.055,42.3503,-71.081,122
2009-05-20 00:00:00,2105346794,788.35,42.3398,-71.0892,42.3505,-71.1054,149
2009-05-21 00:00:00,2518910144,979.15,42.3398,-71.0892,42.3505,-71.1054,190
2009-05-22 00:00:00,2055305039,820.15,42.3519,-71.0551,42.3429,-71.1003,141
2009-05-23 00:00:00,1866047882,693.9,42.3398,-71.0892,42.2148,-71.033,128
2009-05-24 00:00:00,1456235511,719.3,42.2148,-71.033,42.3519,-71.0643,113
2009-05-25 00:00:00,1482272533,607.3,42.2148,-71.033,42.3398,-71.0892,96
2009-05-26 00:00:00,2187337253,769.15,42.3505,-71.1054,42.3519,-71.0643,113
2009-05-27 00:00:00,2039744336,639.7,42.3661,-71.0631,42.3503,-71.081,112
2009-05-28 00:00:00,3075817625,999.05,42.3429,-71.1003,42.3519,-71.0643,153
2009-05-29 00:00:00,2283031135,1027.15,42.2148,-71.033,42.3519,-71.0551,131
2009-05-30 00:00:00,3026489855,912.15,42.3519,-71.0551,42.3505,-71.1054,188
2009-05-31 00:00:00,2047335176,881,42.3505,-71.1054,42.3647,-71.0542,125
2009-06-01 00:00:00,1522216098,582.7,42.3647,-71.0542,42.3661,-71.0631,96
2009-06-02 00:00:00,2299181828,845.35,42.3429,-71.1003,42.3588,-71.0707,142
2009-06-03 00:00:00,2805534801,932.7,42.3644,-71.0661,42.3661,-71.0631,143
2009-06-04 00:00:00,2735855938,950.95,42.3644,-71.0661,42.3505,-71.1054,150
2009-06-05 00:00:00,2937003777,1019.95,42.3519,-71.0551,42.3519,-71.0643,177
2009-06-06 00:00:00,2381695756,940.75,42.3398,-71.0892,42.2148,-71.033,150
2009-06-07 00:00:00,2212076825,785.35,42.2148,-71.033,42.3519,-71.0551,138
2009-06-08 00:00:00,1906980983,591.3,42.3503,-71.081,42.3505,-71.1054,118
2009-06-09 00:00:00,2815647122,930,42.3519,-71.0551,42.3503,-71.081,164
2009-06-10 00:00:00,2749328478,911.35,42.3519,-71.0643,42.3647,-71.0542,167
2009-06-11 00:00:00,2338606682,805.35,42.3661,-71.0631,42.3661,-71.0631,141
2009-06-12 00:00:00,2439564539,856.9,42.3505,-71.1054,42.3503,-71.081,172
2009-06-13 00:00:00,1865488568,738.3,42.3661,-71.0631,42.3661,-71.0631,142
2009-06-14 00:00:00,2160146418,988.95,42.3647,-71.0542,42.3588,-71.0707,139
2009-06-15 00:00:00,1594599093,502.3,42.3519,-71.0551,42.3429,-71.1003,87
2009-06-16 00:00:00,2258825156,1080.35,42.3559,-71.055,42.3588,-71.0707,141
2009-06-17 00:00:00,2130069921,731.35,42.3661,-71.0631,42.3519,-71.0551,148
2009-06-18 00:00:00,2976741049,1024.6,42.3588,-71.0707,42.3644,-71.0661,172
2009-06-19 00:00:00,2980839481,1018.2,42.3661,-71.0631,42.3647,-71.0542,183
2009-06-20 00:00:00,2474067588,850.1,42.3429,-71.1003,42.3588,-71.0707,160
2009-06-21 00:00:00,1752571415,571.8,42.3519,-71.0551,42.3503,-71.081,103
2009-06-22 00:00:00,2485658599,944.3,42.3429,-71.1003,42.3519,-71.0551,147
2009-06-23 00:00:00,2891901369,921.65,42.2148,-71.033,42.2148,-71.033,167
2009-06-24 00:00:00,2361624055,894.1,42.3661,-71.0631,42.3503,-71.081,159
2009-06-25 00:00:00,2452693196,998.9,42.2148,-71.033,42.2148,-71.033,141
2009-06-26 00:00:00,2510626649,836.7,42.3647,-71.0542,42.3503,-71.081,162
2009-06-27 00:00:00,2140348681,858.95,42.2148,-71.033,42.3398,-71.0892,136
2009-06-28 00:00:00,1756636226,688.25,42.3661,-71.0631,42.2148,-71.033,139
2009-06-29 00:00:00,2469414350,856.75,42.3519,-71.0551,42.2148,-71.033,129
2009-06-30 00:00:00,2409584475,915.5,42.3429,-71.1003,42.3661,-71.0631,137
2009-07-01 00:00:00,1867813195,598.3,42.2148,-71.033,42.2148,-71.033,98
2009-07-02 00:00:00,2344232342,848.85,42.3644,-71.0661,42.2148,-71.033,144
2009-07-03 00:00:00,2339583119,760,42.3661,-71.0631,42.2148,-71.033,159
2009-07-04 00:00:00,1291125731,369,42.3661,-71.0631,42.3519,-71.0551,71
2009-07-05 00:00:00,1543924846,614.35,42.3647,-71.0542,42.3503,-71.081,111
2009-07-06 00:00:00,1436400047,662,42.3644,-71.0661,42.3661,-71.0631,83
2009-07-07 00:00:00,2153416717,676.55,42.3661,-71.0631,42.3429,-71.1003,127
2009-07-08 00:00:00,2830819520,937.35,42.3647,-71.0542,42.3429,-71.1003,181
2009-07-09 00:00:00,2808041875,1171.4,42.3429,-71.1003,42.3519,-71.0551,214
2009-07-10 00:00:00,2331019970,717.75,42.3503,-71.081,42.3588,-71.0707,137
2009-07-11 00:00:00,1921479456,756.7,42.3505,-71.1054,42.3503,-71.081,116
2009-07-12 00:00:00,1928268822,595.1,42.2148,-71.033,42.3429,-71.1003,147
2009-07-13 00:00:00,1504145724,730.5,42.3398,-71.0892,42.3647,-71.0542,93
2009-07-14 00:00:00,2804339954,1105.91,42.3429,-71.1003,42.2148,-71.033,171
2009-07-15 00:00:00,2105299733,848.68,42.3644,-71.0661,42.3661,-71.0631,110
2009-07-16 00:00:00,2926147617,1139.59,42.3519,-71.0551,42.3661,-71.0631,164
2009-07-17 00:00:00,2176109973,737.45,42.3647,-71.0542,42.3644,-71.0661,128
2009-07-18 00:00:00,2165248071,815.04,42.2148,-71.033,42.3519,-71.0551,138
2009-07-19 00:00:00,2143932035,702.54,42.3647,-71.0542,42.3519,-71.0643,137
2009-07-20 00:00:00,1581679240,568.4,42.3519,-71.0643,42.3559,-71.055,89
2009-07-21 00:00:00,2926739132,1059.68,42.3429,-71.1003,42.3398,-71.0892,149
2009-07-22 00:00:00,2536696408,962.25,42.3661,-71.0631,42.2148,-71.033,139
2009-07-23 00:00:00,3097705448,1289.65,42.3661,-71.0631,42.2148,-71.033,188
2009-07-24 00:00:00,2610918309,871.27,42.3647,-71.0542,42.3519,-71.0643,142
2009-07-25 00:00:00,2304256523,770.17,42.3519,-71.0551,42.3503,-71.081,155
2009-07-26 00:00:00,2310947401,812.54,42.3505,-71.1054,42.2148,-71.033,126
2009-07-27 00:00:00,2066837217,892.85,42.3559,-71.055,42.3644,-71.0661,125
2009-07-28 00:00:00,2426713956,805.94,42.2148,-71.033,42.3429,-71.1003,135
2009-07-29 00:00:00,1930430060,672.71,42.2148,-71.033,42.3505,-71.1054,121
2009-07-30 00:00:00,2587231841,823.91,42.2148,-71.033,42.2148,-71.033,137
2009-07-31 00:00:00,2689220875,1005.12,42.3519,-71.0551,42.2148,-71.033,168
2009-08-01 00:00:00,2453727591,841.45,42.3644,-71.0661,42.3519,-71.0643,157
2009-08-02 00:00:00,2442006793,829.44,42.3505,-71.1054,42.3505,-71.1054,143
2009-08-03 00:00:00,2580924430,990.48,42.2148,-71.033,42.3505,-71.1054,149
2009-08-04 00:00:00,1798697019,657.01,42.3647,-71.0542,42.3647,-71.0542,113
2009-08-05 00:00:00,1987809150,856.11,42.3588,-71.0707,42.3519,-71.0643,118
2009-08-06 00:00:00,2491637749,723.5,42.3503,-71.081,42.2148,-71.033,154
2009-08-07 00:00:00,2452676265,778.34,42.3647,-71.0542,42.3519,-71.0643,121
2009-08-08 00:00:00,1802006119,680.97,42.3559,-71.055,42.2148,-71.033,120
2009-08-09 00:00:00,1568159267,477.3,42.3503,-71.081,42.3647,-71.0542,99
2009-08-10 00:00:00,2248125389,801.24,42.2148,-71.033,42.3588,-71.0707,164
2009-08-11 00:00:00,2352644020,758.8,42.2148,-71.033,42.3505,-71.1054,147
2009-08-12 00:00:00,1955653154,648.97,42.3398,-71.0892,42.3647,-71.0542,112
2009-08-13 00:00:00,1844653919,785.71,42.3398,-71.0892,42.3519,-71.0643,131
2009-08-14 00:00:00,3324269473,1267.05,42.3647,-71.0542,42.2148,-71.033,199
2009-08-15 00:00:00,2262256057,703.57,42.3505,-71.1054,42.3519,-71.0643,144
2009-08-16 00:00:00,1697426639,699.17,42.3503,-71.081,42.3503,-71.081,123
2009-08-17 00:00:00,1911241926,733.38,42.2148,-71.033,42.3398,-71.0892,124
2009-08-18 00:00:00,2632048046,870.6,42.3647,-71.0542,42.2148,-71.033,158
2009-08-19 00:00:00,2064792631,897.41,42.3647,-71.0542,42.3503,-71.081,126
2009-08-20 00:00:00,2297064294,946.61,42.3661,-71.0631,42.3647,-71.0542,155
2009-08-21 00:00:00,1990380079,782.84,42.3519,-71.0551,42.3644,-71.0661,115
2009-08-22 00:00:00,1955230045,617.9,42.3519,-71.0643,42.3661,-71.0631,113
2009-08-23 00:00:00,2113835385,883.67,42.3519,-71.0643,42.2148,-71.033,144
2009-08-24 00:00:00,2027788569,631.68,42.3519,-71.0643,42.3429,-71.1003,122
2009-08-25 00:00:00,1970590319,686.07,42.3661,-71.0631,42.3559,-71.055,108
2009-08-26 00:00:00,2178335043,623.5,42.3519,-71.0643,42.3519,-71.0551,118
2009-08-27 00:00:00,2243174230,818.91,42.2148,-71.033,42.3519,-71.0643,129
2009-08-28 00:00:00,2864139902,1044.38,42.3429,-71.1003,42.2148,-71.033,155
2009-08-29 00:00:00,1847697719,617.77,42.2148,-71.033,42.3429,-71.1003,99
2009-08-30 00:00:00,1994464605,774.11,42.3503,-71.081,42.2148,-71.033,127
2009-08-31 00:00:00,1775082604,697.08,42.3647,-71.0542,42.3519,-71.0551,126
2009-09-01 00:00:00,2064903059,668.98,42.3519,-71.0551,42.3429,-71.1003,126
2009-09-02 00:00:00,1664530178,610.71,42.3661,-71.0631,42.3429,-71.1003,106
2009-09-03 00:00:00,2309697931,1037.68,42.2148,-71.033,42.3519,-71.0643,126
2009-09-04 00:00:00,2168557777,821.68,42.3398,-71.0892,42.3519,-71.0643,136
2009-09-05 00:00:00,1826566660,696.21,42.3505,-71.1054,42.3559,-71.055,127
2009-09-06 00:00:00,1621199675,656.34,42.3647,-71.0542,42.3519,-71.0551,129
2009-09-07 00:00:00,1258893809,494.67,42.3519,-71.0643,42.3519,-71.0551,82
2009-09-08 00:00:00,2113431750,793.05,42.2148,-71.033,42.2148,-71.033,108
2009-09-09 00:00:00,2007323553,744,42.2148,-71.033,42.3519,-71.0643,108
2009-09-10 00:00:00,2749659916,1084.44,42.3398,-71.0892,42.3505,-71.1054,167
2009-09-11 00:00:00,2903522193,948.64,42.3661,-71.0631,42.3519,-71.0643,169
2009-09-12 00:00:00,2624069373,1101.01,42.2148,-71.033,42.2148,-71.033,218
2009-09-13 00:00:00,2063878408,851.54,42.3559,-71.055,42.3661,-71.0631,149
2009-09-14 00:00:00,2787428609,852.01,42.3647,-71.0542,42.2148,-71.033,161
2009-09-15 00:00:00,2213418784,835.61,42.3661,-71.0631,42.3519,-71.0643,143
2009-09-16 00:00:00,2899041619,880.87,42.3661,-71.0631,42.3644,-71.0661,160
2009-09-17 00:00:00,2203413640,1052.54,42.3429,-71.1003,42.3661,-71.0631,140
2009-09-18 00:00:00,2943754916,1162.95,42.3519,-71.0551,42.3644,-71.0661,145
2009-09-19 00:00:00,2661646115,852.81,42.3647,-71.0542,42.3647,-71.0542,147
2009-09-20 00:00:00,1974883195,596.57,42.3519,-71.0643,42.2148,-71.033,90
2009-09-21 00:00:00,2136401468,696.4,42.3519,-71.0551,42.2148,-71.033,147
2009-09-22 00:00:00,2538327142,856.24,42.3647,-71.0542,42.2148,-71.033,139
2009-09-23 00:00:00,2758714903,1122.61,42.3429,-71.1003,42.3505,-71.1054,134
2009-09-24 00:00:00,2107293218,884.45,42.3647,-71.0542,42.3519,-71.0551,122
2009-09-25 00:00:00,2563682658,1134.78,42.3519,-71.0551,42.3647,-71.0542,154
2009-09-26 00:00:00,2182381214,1076.18,42.3644,-71.0661,42.3661,-71.0631,141
2009-09-27 00:00:00,2484536648,954.49,42.3644,-71.0661,42.3519,-71.0551,152
2009-09-28 00:00:00,2036821327,629.81,42.3519,-71.0643,42.3503,-71.081,113
2009-09-29 00:00:00,2393683642,949.88,42.3644,-71.0661,42.3519,-71.0551,133
2009-09-30 00:00:00,2498751122,1024.15,42.3644,-71.0661,42.2148,-71.033,165
2009-10-01 00:00:00,2375341323,763.84,42.3647,-71.0542,42.3503,-71.081,139
2009-10-02 00:00:00,2314873875,821.94,42.3661,-71.0631,42.3661,-71.0631,123
2009-10-03 00:00:00,3273821002,963.07,42.3519,-71.0551,42.3429,-71.1003,176
2009-10-04 00:00:00,1924011371,800.68,42.3398,-71.0892,42.2148,-71.033,123
2009-10-05 00:00:00,2060641112,668.91,42.3647,-71.0542,42.3519,-71.0643,109
2009-10-06 00:00:00,2536443499,925.11,42.3588,-71.0707,42.3398,-71.0892,136
2009-10-07 00:00:00,2417371433,757.74,42.3647,-71.0542,42.3588,-71.0707,114
2009-10-08 00:00:00,2244181128,878.27,42.3503,-71.081,42.3503,-71.081,122
2009-10-09 00:00:00,2702343717,895.67,42.3398,-71.0892,42.3559,-71.055,155
2009-10-10 00:00:00,2554235937,763.17,42.3503,-71.081,42.3505,-71.1054,164
2009-10-11 00:00:00,2046341855,706.47,42.3644,-71.0661,42.2148,-71.033,134
2009-10-12 00:00:00,2032390505,744.04,42.3429,-71.1003,42.2148,-71.033,135
2009-10-13 00:00:00,2122192833,748.37,42.3661,-71.0631,42.3503,-71.081,121
2009-10-14 00:00:00,2423733376,794.21,42.3519,-71.0643,42.2148,-71.033,146
2009-10-15 00:00:00,2574261093,878.57,42.3519,-71.0551,42.2148,-71.033,147
2009-10-16 00:00:00,2224386574,837.98,42.2148,-71.033,42.3519,-71.0643,159
2009-10-17 00:00:00,2369039129,846.31,42.3398,-71.0892,42.2148,-71.033,157
2009-10-18 00:00:00,2820874962,1023.68,42.3588,-71.0707,42.3588,-71.0707,177
2009-10-19 00:00:00,2207520019,789.51,42.3647,-71.0542,42.3519,-71.0643,120
2009-10-20 00:00:00,2315525486,748.81,42.3661,-71.0631,42.3588,-71.0707,109
2009-10-21 00:00:00,1622395944,693.48,42.2148,-71.033,42.3661,-71.0631,93
2009-10-22 00:00:00,2656278397,861.54,42.3519,-71.0643,42.3661,-71.0631,160
2009-10-23 00:00:00,3223396756,1093.39,42.3647,-71.0542,42.2148,-71.033,186
2009-10-24 00:00:00,2929696848,1041.41,42.3661,-71.0631,42.3588,-71.0707,193
2009-10-25 00:00:00,2430808582,742.07,42.3519,-71.0643,42.3661,-71.0631,156
2009-10-26 00:00:00,1998969314,805.18,42.3519,-71.0551,42.2148,-71.033,118
2009-10-27 00:00:00,2347086915,850.44,42.3661,-71.0631,42.3644,-71.0661,145
2009-10-28 00:00:00,2274986612,699.17,42.3519,-71.0643,42.2148,-71.033,120
2009-10-29 00:00:00,2613107326,1073.44,42.3429,-71.1003,42.3647,-71.0542,149
2009-10-30 00:00:00,2211650774,731.81,42.3429,-71.1003,42.3647,-71.0542,139
2009-10-31 00:00:00,2715570906,1000.34,42.3661,-71.0631,42.2148,-71.033,168
