STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72407493780,1/13/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",27.9,24,22.1,24,1020.6,24,18.7,24,8.9,24,0.8,24,6,999.9,37.9,*,19.9,*,0,G,999.9,0
72407493780,1/14/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",26.3,24,10.7,24,1016.4,24,14.4,24,9.1,24,7.7,24,17.1,27,35.1,*,19.9,*,0,G,999.9,0
72407493780,1/15/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",22.5,24,10.3,24,1021.5,19,19.9,24,8.7,24,5,24,12,20,25,*,19.4,*,0,G,999.9,1000
72407493780,1/16/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",15.3,24,-1.7,24,1033,24,31,24,10,24,7.4,24,11.1,19,19.9, ,12, ,0,G,999.9,0
72407493780,1/17/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",12,24,-4.4,24,1034.5,24,32.6,24,10,24,3.7,24,7,999.9,19, ,3, ,0,G,999.9,0
72407493780,1/18/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",28.4,24,14.3,24,1017.6,23,15.3,24,9.7,24,4.3,24,7,999.9,37.9, ,19, ,0,G,999.9,1000
72407493780,1/19/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",28.9,24,25.8,24,1006.2,7,4.1,24,2.4,24,1.8,24,7,999.9,32, ,24.1, ,0,G,999.9,101000
72407493780,1/20/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",23.2,24,14.4,24,1005.9,24,4,24,8.4,24,5.8,24,13,19,30, ,17.1, ,0.02,G,999.9,0
72407493780,1/21/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",21.5,24,6.9,24,1013.2,24,11.3,24,10,24,7.2,24,13,20,26.1, ,17.1, ,0,G,999.9,0
72407493780,1/22/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",27.7,24,11.1,24,1016.9,24,15,24,10,24,5.4,24,12,24.1,41, ,17.1, ,0,G,999.9,0
72407493780,1/23/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",34.5,24,18.1,24,1015.5,24,13.6,24,9.9,24,1.8,24,7,14,55.9, ,19.9, ,0,G,999.9,0
72407493780,1/24/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",38.9,24,20.7,24,1014.1,24,12.2,24,9.7,24,7.9,24,13,22,44.1, ,27, ,0,G,999.9,0
72407493780,1/25/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",22.4,24,2.9,24,1027.1,24,25.2,24,10,24,4.6,24,8,14,28.9, ,12, ,0,G,999.9,0
72407493780,1/26/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",24.2,24,8.4,24,1029.9,24,27.9,24,10,24,3.9,24,6,999.9,28, ,19.9, ,0,G,999.9,0
72407493780,1/27/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",28.2,24,14.9,24,1031,22,29.1,24,8.7,24,2,24,5.1,999.9,30, ,25, ,0,G,999.9,1000
72407493780,1/28/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",31.8,24,27.7,24,1013.4,12,14.7,24,3.3,24,3.3,24,13,22,39.9, ,24.1, ,0.32,G,999.9,111000
72407493780,1/29/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",31,24,17.5,24,1013.4,24,11.5,24,10,24,8.7,24,17.1,28,42.1, ,25, ,0.3,G,999.9,0
72407493780,1/30/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",27.5,24,18.6,24,1014.3,23,12.4,24,6.9,24,2.3,24,9.9,17.1,37, ,17.1, ,0,G,999.9,0
72407493780,1/31/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",25.1,24,7.5,24,1016.3,24,14.4,24,10,24,9.7,24,15,22.9,34, ,19.9, ,0,G,999.9,0
72407493780,2/1/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",36.6,24,18.8,24,1015.1,24,13.2,24,10,24,5.5,24,14,20,55, ,21.9, ,0,G,999.9,0
72407493780,2/2/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",43.5,24,29.1,24,1013.5,24,11.6,24,10,24,3.3,24,11.1,18.1,55.9, ,28, ,0,G,999.9,0
72407493780,2/3/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",34.2,24,29.6,24,1011.6,8,7.7,24,4.3,24,8.1,24,12,19,43, ,30, ,0.01,G,999.9,111000
72407493780,2/4/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",26.5,24,17.3,24,1016.5,15,12.3,24,6,24,4.9,24,8.9,999.9,30.2,*,17.6,*,0.08,G,999.9,101000
72407493780,2/5/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",18.5,24,2.4,24,1026.4,24,24.4,24,10,24,8.7,24,15,27,27, ,14, ,0.01,G,999.9,0
72407493780,2/6/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",22.6,24,5.4,24,1030.4,24,28.4,24,10,24,3.1,24,6,999.9,35.1, ,14, ,0,G,999.9,0
72407493780,2/7/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",30.1,24,19.4,24,1026.6,23,24.7,24,9.3,24,1.7,24,7,999.9,55, ,14, ,0,G,999.9,0
72407493780,2/8/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52.9,24,35.3,24,1016.9,24,15.1,24,9.8,24,7.8,24,14,22.9,61, ,45, ,0,G,999.9,10000
72407493780,2/9/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",38.4,24,21,24,1027.7,24,25.8,24,10,24,3.5,24,9.9,999.9,48, ,25, ,0.04,G,999.9,0
72407493780,2/10/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",40.9,24,30.5,24,1025.3,22,23.2,24,10,24,1.1,24,7,999.9,55.9, ,30.9, ,0,G,999.9,0
72407493780,2/11/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52.7,24,43.8,24,1014.3,24,12.5,24,8.7,24,3.3,24,13,22,69.1, ,39.9, ,0,G,999.9,0
72407493780,2/12/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",54.5,24,37.1,24,999.2,24,997.4,24,9.7,24,14.3,24,26,39,60.1, ,48, ,0.05,G,999.9,10000
72407493780,2/13/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",42.9,24,25.6,24,1010.8,24,9,24,10,24,11.4,24,22,32.1,48,*,39.9,*,0.01,G,999.9,0
72407493780,2/14/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",35.4,24,17.6,24,1015.5,24,13.5,24,10,24,3.7,24,8.9,15,41, ,26.1, ,0,G,999.9,0
72407493780,2/15/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",34.6,24,19.6,24,1017.6,21,15.1,24,9.4,24,5.9,24,11.1,20,42.1, ,28, ,0,G,999.9,1000
72407493780,2/16/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",32.5,24,15.5,24,1020.7,24,18.8,24,10,24,4.8,24,11.1,14,41, ,26.1, ,0,G,999.9,0
72407493780,2/17/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",31.7,24,13,24,1024,24,22.1,24,10,24,5,24,8.9,999.9,42.1, ,23, ,0,G,999.9,0
72407493780,2/18/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",31.8,24,25.2,24,1016,21,12.9,24,8.6,24,4,24,9.9,20,42.1, ,23, ,0,G,999.9,10000
72407493780,2/19/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",43.3,24,34.6,24,997.8,19,995.7,24,7,24,7.7,24,22,28.9,48, ,32, ,0.11,G,999.9,110000
72407493780,2/20/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",28.3,24,6,24,1009.4,24,7.5,24,10,24,14.2,24,22,33,34, ,24.1, ,0.01,G,999.9,0
72407493780,2/21/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",32,24,10.5,24,1022.5,24,20.5,24,10,24,7.4,24,14,21,42.1, ,26.1, ,0,G,999.9,0
72407493780,2/22/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",35.1,24,26.4,24,1018.3,19,15,24,9.2,24,5.3,24,15.9,27,43, ,30, ,0,G,999.9,11000
72407493780,2/23/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",31.3,24,10.1,24,1019.5,24,17.6,24,10,24,12.7,24,18.1,28,36, ,28, ,0.04,G,999.9,0
72407493780,2/24/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",28,24,6.4,24,1026.5,24,24.5,24,10,24,8.9,24,14,22.9,37.9, ,19.9, ,0,G,999.9,0
72407493780,2/25/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",30.3,24,9.8,24,1030.7,24,28.8,24,10,24,1.7,24,5.1,999.9,45, ,17.1, ,0,G,999.9,0
72407493780,2/26/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",36.6,24,23.3,24,1027.5,24,25.6,24,10,24,1.7,24,6,999.9,52, ,23, ,0,G,999.9,0
72407493780,2/27/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",50.1,24,38.8,24,1018.6,24,16.7,24,10,24,6.3,24,14,31.1,66, ,34, ,0,G,999.9,10000
72407493780,2/28/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",43.9,24,30.4,24,1019.2,23,17.2,24,10,24,8.9,24,15,24.1,57, ,32, ,0.02,G,999.9,0
72407493780,3/1/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",32.5,24,22.7,24,1018.5,15,16.5,24,7.2,24,7.7,24,12,17.1,39, ,28, ,0.1,G,999.9,11000
72407493780,3/2/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",25.2,24,20.4,24,1013.9,9,11.3,24,2.7,24,13.1,24,20,29.9,33.8,*,21.2,*,0.14,G,999.9,101000
72407493780,3/3/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",19,24,1.5,24,1023.2,24,21.3,24,10,24,9.1,24,13,22,27, ,12, ,0.02,G,999.9,0
72407493780,3/4/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",22.6,24,4,24,1029.6,24,27.6,24,10,24,4.5,24,8.9,999.9,34, ,8.1, ,0,G,999.9,0
72407493780,3/5/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",28.5,24,13.4,24,1030.5,24,28.6,24,9.9,24,2.1,24,7,999.9,46, ,10.9, ,0,G,999.9,0
72407493780,3/6/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",44.3,24,29.9,24,1021.7,24,19.8,24,10,24,4.6,24,8.9,17.1,57, ,33.1, ,0,G,999.9,0
72407493780,3/7/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",58.6,24,44.4,24,1017.5,24,15.6,24,8.8,24,3.9,24,6,999.9,72, ,45, ,0,G,999.9,0
72407493780,3/8/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",62.4,24,48.9,24,1011.7,24,9.9,24,9.5,24,6,24,9.9,19,69.1, ,55.9, ,0,G,999.9,0
72407493780,3/9/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52.5,24,40.7,24,1011.7,19,9.2,24,8.7,24,7.9,24,17.1,26,59, ,46, ,0,G,999.9,0
72407493780,3/10/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",43.6,24,33.3,24,1025.9,20,24.3,24,10,24,5.3,24,9.9,14,50,*,39.2,*,0,G,999.9,0
72407493780,3/11/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",49.9,24,44.6,24,1018.2,16,16.6,24,7.5,24,4.9,24,11.1,17.1,63,*,39.2,*,0,G,999.9,10000
72407493780,3/12/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",42.9,24,16.9,24,1027.5,24,25.6,24,10,24,8.3,24,15.9,26,62.1, ,34, ,0,G,999.9,0
72407493780,3/13/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",35.6,24,16.2,24,1032.7,23,30.6,24,9.4,24,4.4,24,8.9,14,43, ,30, ,0,G,999.9,0
72407493780,3/14/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",38,24,24.3,24,1026.7,24,24.7,24,9.5,24,1.3,24,6,999.9,50, ,28, ,0,G,999.9,0
72407493780,3/15/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",41.8,24,33,24,1022.9,24,21,24,8.5,24,0.6,24,5.1,999.9,46.9, ,37.9, ,0,G,999.9,0
72407493780,3/16/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",44.6,24,34.6,24,1024.6,24,22.7,24,8.3,24,3,24,8.9,999.9,54, ,37.9, ,0,G,999.9,0
72407493780,3/17/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",45,24,33,24,1025.1,23,23.2,24,9.3,24,4.9,24,9.9,999.9,57.9, ,39, ,0,G,999.9,0
72407493780,3/18/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",45.5,24,33.5,24,1023.4,24,21.5,24,9.9,24,3.4,24,11.1,18.1,64.9, ,28.9, ,0,G,999.9,0
72407493780,3/19/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",47.6,24,39,24,1017.2,22,15.5,24,9.5,24,4.2,24,11.1,14,54, ,39, ,0,G,999.9,10000
72407493780,3/20/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",38.7,24,31,24,1023.3,17,22.1,24,7.5,24,4.8,24,14,18.1,44.1, ,33.1, ,0.11,G,999.9,1000
72407493780,3/21/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",35.5,24,16.7,24,1032,24,30,24,10,24,1.8,24,7,999.9,50, ,23, ,0.02,G,999.9,0
72407493780,3/22/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",40.4,24,24.3,24,1028.5,24,26.5,24,10,24,5,24,13,17.1,57.9, ,24.1, ,0,G,999.9,0
72407493780,3/23/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",38.4,24,6.9,24,1027.1,24,25.2,24,10,24,11.4,24,17.1,25.1,48.9, ,28, ,0,G,999.9,0
72407493780,3/24/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",35.8,24,5.5,24,1030.5,24,28.6,24,10,24,8.3,24,11.1,20,48.9, ,25, ,0,G,999.9,0
72407493780,3/25/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",38.1,24,18,24,1028.9,24,27,24,10,24,2.5,24,8.9,15.9,55.9, ,21.9, ,0,G,999.9,0
72407493780,3/26/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",43.2,24,35.6,24,1020.3,14,17.7,24,6.7,24,2.5,24,7,999.9,46.4,*,39.2,*,0.01,G,999.9,10000
72407493780,3/27/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",50.9,24,42.7,24,1014.5,19,12.4,24,7,24,2,24,8,999.9,63, ,39.9, ,0.27,G,999.9,10000
72407493780,3/28/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",49.2,24,45.2,24,1014.6,18,12.5,24,7.7,24,4.7,24,12,19,55.9, ,46, ,0.22,G,999.9,10000
72407493780,3/29/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52.4,24,48.6,24,1000.7,17,999.8,24,4.9,24,4.9,24,14,18.1,73.9, ,44.1, ,0.3,G,999.9,110000
72407493780,3/30/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",49.2,24,33.3,24,1004.4,23,1.4,24,10,24,11.1,24,17.1,28.9,57.9, ,44.1, ,0.08,G,999.9,0
72407493780,3/31/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",46.1,24,31,24,1019.7,24,17.9,24,10,24,4.7,24,8.9,18.1,61, ,35.1, ,0,G,999.9,0
72407493780,4/1/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",44.6,24,39.7,24,1020.7,22,18.6,24,8.9,24,4.9,24,11.1,19,53.6,*,36,*,0,G,999.9,10000
72407493780,4/2/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",54.1,24,50.3,24,1015.3,15,14.2,24,5.3,24,3.6,24,7,999.9,66, ,48, ,0.23,G,999.9,110000
72407493780,4/3/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",58.4,24,53.6,24,999.7,10,996.6,24,6.6,24,7.5,24,15.9,31.1,71.1, ,51.1, ,0.21,G,999.9,10010
72407493780,4/4/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",55.2,24,34.2,24,999.5,24,997.7,24,10,24,16.2,24,22.9,36.9,66, ,48.9, ,0.29,G,999.9,0
72407493780,4/5/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",53.7,24,28.1,24,1008.8,24,6.9,24,10,24,9.3,24,19,31.1,64.9, ,45, ,0,G,999.9,0
72407493780,4/6/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52,24,44.4,24,999.9,16,996.5,24,7.2,24,3.3,24,8.9,17.1,59, ,46.9, ,0.09,G,999.9,10010
72407493780,4/7/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",44.4,24,27.5,24,995.1,24,993.3,24,9.6,24,10.2,24,14,25.1,55, ,37.9, ,0.5,G,999.9,10000
72407493780,4/8/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",42.2,24,24.1,24,1004.5,24,2.6,24,10,24,7.6,24,13,24.1,52, ,32, ,0,G,999.9,0
72407493780,4/9/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",47.5,24,25.2,24,1010,24,8.1,24,10,24,3.4,24,12,17.1,62.1, ,30.9, ,0,G,999.9,0
72407493780,4/10/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52.1,24,38.7,24,1014.6,24,12.8,24,10,24,3.1,24,12,18.1,68, ,37.9, ,0,G,999.9,0
72407493780,4/11/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",48.4,24,44.8,24,1010.1,17,8.1,24,6.3,24,6.8,24,15.9,26,60.1, ,45, ,0.18,G,999.9,10000
72407493780,4/12/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",43.4,24,17.4,24,1019.4,24,17.5,24,10,24,11,24,17.1,29.9,50, ,35.1, ,0.28,G,999.9,0
72407493780,4/13/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",43.5,24,16.3,24,1022.2,24,20.3,24,10,24,4.4,24,8.9,17.1,55.9, ,30.9, ,0,G,999.9,0
72407493780,4/14/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",45.1,24,39.6,24,1017.6,12,14,24,4.7,24,5.1,24,12,22,52, ,42.1, ,0.31,G,999.9,10000
72407493780,4/15/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",44.5,24,40.4,24,1013.9,19,11.6,24,7.1,24,9.5,24,14,22.9,46.9, ,39.9, ,0.34,G,999.9,10000
72407493780,4/16/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",46.9,24,30,24,1023.7,24,21.9,24,10,23,3.7,24,9.9,15.9,62.1, ,33.1, ,0.37,G,999.9,0
72407493780,4/17/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",49.7,24,28.7,24,1025,24,23.1,24,10,24,2.9,24,11.1,15,69.1, ,30.9, ,0,G,999.9,0
72407493780,4/18/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",62,24,30.4,24,1017,24,15.2,24,10,24,5.6,24,13,19,77, ,39.9, ,0,G,999.9,0
72407493780,4/19/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",58.2,24,37.3,24,1015.7,24,13.8,24,10,24,5.6,24,9.9,17.1,70, ,48, ,0,G,999.9,0
72407493780,4/20/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",47.4,24,40.4,24,1017.3,19,14.9,24,7.8,24,8.4,24,13,28,51.1, ,46, ,0,G,999.9,10010
72407493780,4/21/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",55.3,24,50,24,1005.9,14,5,24,5.7,24,1.8,24,8,999.9,68,*,48.2,*,1.13,G,999.9,110010
72407493780,4/22/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",50.8,24,45.4,24,1006.6,21,4.8,24,7.8,24,3.1,24,15.9,27,59,*,46.4,*,0.17,G,999.9,10010
72407493780,4/23/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",49.6,24,34.1,24,1012.9,24,10.6,24,9.7,24,9.3,24,15,26,59, ,42.1, ,0.23,G,999.9,10000
72407493780,4/24/2009,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",55.3,24,34,24,1023.9,24,22,24,10,24,4.2,24,12,15,73, ,35.1, ,0,G,999.9,0
